accuracy,loss,val_accuracy,val_loss
0.5962499976158142,1.1906852722167969,0.699999988079071,0.9203223586082458
0.699999988079071,0.9532163739204407,0.699999988079071,0.897026538848877
0.699999988079071,0.9188209772109985,0.699999988079071,0.8712427020072937
0.699999988079071,0.9054529666900635,0.699999988079071,0.8546440601348877
0.699999988079071,0.8663503527641296,0.699999988079071,0.815998911857605
0.699999988079071,0.8305841088294983,0.7049999833106995,0.7359927296638489
0.7362499833106995,0.7449238300323486,0.7549999952316284,0.6459017395973206
0.7724999785423279,0.6552976369857788,0.8050000071525574,0.5417170524597168
0.8087499737739563,0.5379726886749268,0.8600000143051147,0.4021715521812439
0.8525000214576721,0.41604626178741455,0.8799999952316284,0.2790035605430603
0.8687499761581421,0.34482836723327637,0.8949999809265137,0.2737966775894165
0.9024999737739563,0.280030220746994,0.949999988079071,0.16961391270160675
0.9112499952316284,0.23975761234760284,0.9700000286102295,0.14582931995391846
0.8887500166893005,0.2582593262195587,0.9599999785423279,0.15159346163272858
0.9262499809265137,0.20096758008003235,0.9700000286102295,0.1336362659931183
0.925000011920929,0.19303053617477417,0.9750000238418579,0.11414826661348343
0.9412500262260437,0.1645597219467163,0.9549999833106995,0.10591790825128555
0.9212499856948853,0.1844499558210373,0.9649999737739563,0.11446291208267212
0.9449999928474426,0.17232833802700043,0.9549999833106995,0.1223374679684639
0.9437500238418579,0.15407691895961761,0.9750000238418579,0.0956127941608429
0.949999988079071,0.15738724172115326,0.9700000286102295,0.09606596827507019
0.9487500190734863,0.14639930427074432,0.9800000190734863,0.08504703640937805
0.956250011920929,0.13431838154792786,0.9700000286102295,0.08325737714767456
0.9462500214576721,0.13513055443763733,0.9800000190734863,0.07922066748142242
0.9674999713897705,0.10866208374500275,0.9800000190734863,0.06734403222799301
0.9512500166893005,0.13187655806541443,0.9399999976158142,0.15978769958019257
0.9487500190734863,0.13329310715198517,0.9850000143051147,0.06997109204530716
0.9524999856948853,0.14208276569843292,0.9700000286102295,0.07645384222269058
0.9624999761581421,0.10899565368890762,0.9900000095367432,0.05951835960149765
0.9649999737739563,0.09933733940124512,0.9900000095367432,0.057183559983968735
0.9612500071525574,0.09479908645153046,0.9850000143051147,0.05247306451201439
0.9725000262260437,0.08755792677402496,0.9850000143051147,0.0461936853826046
0.9750000238418579,0.08021070808172226,0.9850000143051147,0.04274963214993477
0.9700000286102295,0.07483542710542679,0.9750000238418579,0.05735578015446663
0.9662500023841858,0.0854211300611496,0.9900000095367432,0.06372116506099701
0.9725000262260437,0.0930364727973938,0.9900000095367432,0.04202072694897652
0.9750000238418579,0.06918482482433319,0.9900000095367432,0.04044719785451889
0.9737499952316284,0.07025835663080215,0.9900000095367432,0.03473835065960884
0.9674999713897705,0.08001147955656052,0.9900000095367432,0.03553437441587448
0.9862499833106995,0.04818635806441307,0.9900000095367432,0.029028477147221565
0.9900000095367432,0.043161824345588684,0.9950000047683716,0.026864610612392426
0.987500011920929,0.05055995285511017,0.9900000095367432,0.02641608566045761
0.9887499809265137,0.03792635351419449,0.9950000047683716,0.021550970152020454
0.9850000143051147,0.044182077050209045,0.9950000047683716,0.021054746583104134
0.9837499856948853,0.03751491382718086,0.9950000047683716,0.018473584204912186
0.981249988079071,0.040048543363809586,0.9950000047683716,0.01501539722084999
0.9862499833106995,0.04055722802877426,1.0,0.01364247128367424
0.9937499761581421,0.022487591952085495,0.9950000047683716,0.012721454724669456
0.9925000071525574,0.02580043114721775,0.9900000095367432,0.019749009981751442
0.9912499785423279,0.025752171874046326,1.0,0.010143615305423737
